,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
570,Aresti,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,16
571,Schick,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,12,-,7
572,Mazzitelli,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
573,Parigini,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
574,Pjaca,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
575,Wallace,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,6
576,Lo Faso,a,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
577,Gustafson,c,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,17
578,Praet,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,13,-,9
579,Ragusa,a,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,10
580,Joao Mario N.,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,1
581,Plizzari,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,2
582,Cucchietti,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,17
583,Kean,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,17,-,4
584,Satalino,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
585,Simic L,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
586,Coulibaly M.,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
587,Han,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
588,Biancu,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,16
589,Vitor Hugo,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,-,13
590,Karsdorp,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,7
591,Gravillon,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,-,8
592,Ingelsson,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
593,Gonalons,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,7
594,Ounas,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-,5
595,Jaroszynski,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,11
596,Falletti,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,12
597,Vaisanen,d,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
598,Ciciretti,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,5
599,Ceravolo,a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,20
600,Zaccagno,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,17
601,Nicolas,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
602,Cerofolini,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
603,Cancelo,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,14,-,4
604,Hristov,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
605,Brignola,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,8
606,Lee,a,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-,10
607,Nzonzi,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,-,7
608,Sandro,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
609,Buongiorno,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,17
610,Danzi,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
611,Varnier,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,3
612,Valzania,c,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-,3
613,Calabresi,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,12
614,Rasmussen,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
615,Hancko,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,13
616,Vodisek,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
617,Proto,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
618,Durmisi,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
619,Coric,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,7
620,Bianda,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,7
621,Dickmann,d,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,
622,Micin,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
623,Baraye,a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,20
624,Colombatto,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,16
625,Colidio,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,1
626,Riccardi,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,7
627,Bradaric F.,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,16
628,Sierralta,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
629,Jandrei,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
630,Despodov,a,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,16
631,Nicolussi Caviglia,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
632,Brancolini,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
633,Montiel,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
634,Beloko,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
635,Gaetano,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,5
636,Armini,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
637,Portanova,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
638,Terzic,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
639,Zurkowski,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
640,Zennaro,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
641,Sala M,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
642,Adorante,a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,20
643,Casasola,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
644,Rizzo N,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
645,Borghetto,p,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
646,Cristo,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,-,14
647,Okoli,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,3
648,Cambiaghi,a,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,3
649,Cassandro,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,12
650,Curcio,d,BRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
651,Candela,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
652,Schafer,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
653,Merola,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,1
654,Fagioli,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
655,Jorge Silva,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
656,Bleve,p,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
657,Milli,p,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
658,Haye,c,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,
659,Minelli,d,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,20
660,Bouah,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,7
661,Cangiano,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,12
662,Ferigra,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,17
663,Gilli,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,17
664,Rauti,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,17
665,De Angelis,c,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,17
666,Berardi A.,p,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
667,Balkovec,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,10
668,Gallo,d,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
669,Lakti,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
670,Bahlouli,a,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
671,Cipriano,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
672,Skrtel,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-,3
673,Russo A.,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
674,Avogadri,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
675,Gemello,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,17
676,Gasolina Wesley,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
677,Eriksson,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,11
678,Breza,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,12
679,Chironi,p,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
680,Pirola,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,1
681,Prodl,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
682,Colombo,a,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,2
683,Ciocci,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,16
