,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
568,Cornelius,a,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-,3
569,Venuti,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,9
570,Andre' Silva,a,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,11,-,6
571,Rigione,d,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
572,Garritano,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,
573,Gaudino,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
574,Gonalons,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,5
575,Galabinov,a,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,17
576,Zekhnini,a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,9
577,Falletti,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,12
578,Vaisanen,d,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,20
579,Konate,d,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,20
580,Santurro,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,12
581,Poluzzi,p,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,20
582,Nicolas,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
583,Rossi F.,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,3
584,Leverbe,d,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
585,Salcedo E.,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,2
586,Hristov,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
587,Karamoh,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-,2
588,Borsellini,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
589,Avenatti,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,12
590,Lisandro Lopez,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,17
591,El Yamiq,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,17
592,Caligara,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
593,Stijepovic,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,15
594,Bettella,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,3
595,Varnier,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,3
596,Marcjanik,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
597,Lakicevic,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,17
598,Callegari,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,17
599,Vodisek,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,17
600,Halilovic,c,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,6
601,Fuzato,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,5
602,Bianda,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,5
603,Peeters,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,15
604,Rosati,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,16
605,Micin,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
606,Dini,p,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
607,Di Cesare,d,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,10
608,Scavone,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-,10
609,Baraye,a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
610,Calaio',a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
611,Kone',c,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,
612,Colombatto,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,13
613,Valjent,d,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,
614,Brignani,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,12
615,Kingsley,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,12
616,Imperiale,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
617,Sottil,a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
618,Graiciar,a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
619,Zanimacchia,a,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,17
620,Emmers,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,2
621,Colidio,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,2
622,Contini,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,7
623,Baumgartner,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,15
624,Sernicola,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
625,Frattesi,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
626,Damascan,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,16
627,Katuma,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
628,Riccardi,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,5
629,Moncini,a,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,20
630,Galano,a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-,10
631,Iacobucci,p,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
632,Ghidotti,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
633,Bagheria,p,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
634,Oliva,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-,13
635,Perucchini,p,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
636,Ibanez,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,3
637,Brazao,p,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,10
638,Millico,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,16
639,Brancolini,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
640,Montiel,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,9
